Name,Phone,Category,Subcategory,District,Address,Latitude,Longitude,Google Maps URL
Ummante special fish,+919895737421,Indian restaurant,Indian restaurant,Kozhikode,"6RM4+3QP Ummante spacial fish, Kaduppini Bridge, Odumbra, Kozhikode, Kerala 673007, India",11.2327159,75.8069585,https://www.google.com/maps/place/Ummante+special+fish/data=!4m7!3m6!1s0x3ba65b52931d2ce3:0xc7bc549b6c06ebcb!8m2!3d11.2327159!4d75.8069585!16s%2Fg%2F11vf2083bc!19sChIJ4ywdk1JbpjsRy-sGbJtUvMc?authuser=0&hl=en&rclk=1
Hotel City,,Restaurant,Restaurant,Kozhikode,"6Q8W+6JW, Beypore - Kozhikode Rd, Meenchanda, Kozhikode, Kerala 673018, India",11.2156011,75.7965793,https://www.google.com/maps/place/Hotel+City/data=!4m7!3m6!1s0x3ba65985418173ff:0x1b54c44b09cb137f!8m2!3d11.2156011!4d75.7965793!16s%2Fg%2F11gfj_ywct!19sChIJ_3OBQYVZpjsRfxPLCUvEVBs?authuser=0&hl=en&rclk=1
Sree krishna Lunch Home,+919747075698,Vegetarian restaurant,Vegetarian restaurant,Kozhikode,"6RP4+62W, E Mankavu Rd, Mankave, Kozhikode, Kerala 673007, India",11.2356203,75.8050891,https://www.google.com/maps/place/Sree+krishna+Lunch+Home/data=!4m7!3m6!1s0x3ba6597d162934df:0x9b3cf23e409d4657!8m2!3d11.2356203!4d75.8050891!16s%2Fg%2F11gdm5xwlf!19sChIJ3zQpFn1ZpjsRV0adQD7yPJs?authuser=0&hl=en&rclk=1
Valayanadu kitchen,+919995444058,Restaurant,Restaurant,Kozhikode,"6RQ3+WRG, Mankave, Kozhikode, Kerala 673007, India",11.2400229,75.8048776,https://www.google.com/maps/place/Valayanadu+kitchen/data=!4m7!3m6!1s0x3ba659001386507f:0x303ba58dec7cbd6!8m2!3d11.2400229!4d75.8048776!16s%2Fg%2F11vz4yp657!19sChIJf1CGEwBZpjsR1svH3li6AwM?authuser=0&hl=en&rclk=1
Calicut Karachi Durbar,+919446700702,Restaurant,Restaurant,Kozhikode,"Pottammal, Kozhikode, Kerala 673016, India",11.2612491,75.8089179,https://www.google.com/maps/place/Calicut+Karachi+Durbar/data=!4m7!3m6!1s0x3ba65bfd16dc4bbb:0x62668a4a741ac83d!8m2!3d11.2612491!4d75.8089179!16s%2Fg%2F11g8f8qj9c!19sChIJu0vcFv1bpjsRPcgadEqKZmI?authuser=0&hl=en&rclk=1
Vanitha Hotel,,Seafood restaurant,Seafood restaurant,Kozhikode,"7VW9+JJ6, Kozhikode, Kerala 673571, India",11.2965296,75.8690257,https://www.google.com/maps/place/Vanitha+Hotel/data=!4m7!3m6!1s0x3ba65cecc1064609:0x59162a66172e1925!8m2!3d11.2965296!4d75.8690257!16s%2Fg%2F11c1hr_d9_!19sChIJCUYGwexcpjsRJRkuF2YqFlk?authuser=0&hl=en&rclk=1
Oushadhi Ayurvedic Pharmacy and Clinic,+919446461290,Pharmacies,Pharmacies,Ernakulam,"#674 Nambiyar Parambil Building Vazhakulam Town, Vazhakulam, Kerala 686670, India",9.9428323,76.6425094,https://www.google.com/maps/place/Oushadhi+Ayurvedic+Pharmacy+and+Clinic/data=!4m7!3m6!1s0x3b07c303d72d11ad:0xfd46174cd2095126!8m2!3d9.9428323!4d76.6425094!16s%2Fg%2F11kmzmgp_b!19sChIJrREt1wPDBzsRJlEJ0kwXRv0?authuser=0&hl=en&rclk=1
Silver Spoon Restaurant,+918156949548,Restaurant,Restaurant,Kozhikode,"7VVF+5FR, IIM Rd, Kerala 673570, India",11.2929782,75.8736529,https://www.google.com/maps/place/Silver+Spoon+Restaurant/data=!4m7!3m6!1s0x3ba65c94fe49fd79:0xf6e223efbc697004!8m2!3d11.2929782!4d75.8736529!16s%2Fg%2F11b6j9v65q!19sChIJef1J_pRcpjsRBHBpvO8j4vY?authuser=0&hl=en&rclk=1
Milma food court,,Family restaurant,Family restaurant,Kozhikode,"7VQC+428, Mundikkal Thazham - Peringolam Rd, Mayanad, Kerala 673008, India",11.2877768,75.8700756,https://www.google.com/maps/place/Milma+food+court/data=!4m7!3m6!1s0x3ba65d04f1cae5c3:0x1ebaae0adff95940!8m2!3d11.2877768!4d75.8700756!16s%2Fg%2F11jz7gwh2d!19sChIJw-XK8QRdpjsRQFn53wquuh4?authuser=0&hl=en&rclk=1
Anna Hotel and Coolbar- Naadan food,+917012997146,Indian restaurant,Indian restaurant,Kozhikode,"7VQ9+7XP, Kozhikode, Kerala 673571, India",11.2882137,75.8699403,https://www.google.com/maps/place/Anna+Hotel+and+Coolbar-+Naadan+food/data=!4m7!3m6!1s0x3ba65d6c9e736d21:0xec592bb20d4c270d!8m2!3d11.2882137!4d75.8699403!16s%2Fg%2F11s99h77ln!19sChIJIW1znmxdpjsRDSdMDbIrWew?authuser=0&hl=en&rclk=1
Hotel Lisy,+919567356921,Seafood restaurant,Seafood restaurant,Kozhikode,"State Highway 29, Karanthur, Kerala 673571, India",11.3016429,75.86139,https://www.google.com/maps/place/Hotel+Lisy/data=!4m7!3m6!1s0x3ba65cf17100a83b:0x56d1f9b4b9934b99!8m2!3d11.3016429!4d75.86139!16s%2Fg%2F11c4h341dv!19sChIJO6gAcfFcpjsRmUuTubT50VY?authuser=0&hl=en&rclk=1
Family Vanitha Hotel ( ഫാമിലി വനിതാ ഹോട്ടൽ ),,Restaurant,Restaurant,Kozhikode,"7VQ7+R6W, near madathil temple, Kolaithazham, Chelavoor, Kozhikode, Kerala 673571, India",11.2915187,75.8624994,https://www.google.com/maps/place/Family+Vanitha+Hotel+%28+%E0%B4%AB%E0%B4%BE%E0%B4%AE%E0%B4%BF%E0%B4%B2%E0%B4%BF+%E0%B4%B5%E0%B4%A8%E0%B4%BF%E0%B4%A4%E0%B4%BE+%E0%B4%B9%E0%B5%8B%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B5%BD+%29/data=!4m7!3m6!1s0x3ba65dfa74f3c0ef:0x3577a79952a3b1f4!8m2!3d11.2915187!4d75.8624994!16s%2Fg%2F11shcsw2pr!19sChIJ78DzdPpdpjsR9LGjUpmndzU?authuser=0&hl=en&rclk=1
Sweekar restaurant,+914952800158,South Indian restaurant,South Indian restaurant,Kozhikode,"8V3F+GCH, NH 766, near IIM Gate, Kunnamangalam, Kerala 673571, India",11.3038158,75.873609,https://www.google.com/maps/place/Sweekar+restaurant/data=!4m7!3m6!1s0x3ba65ce9a9fc8657:0xd2b51c80312a82f6!8m2!3d11.3038158!4d75.873609!16s%2Fg%2F1trqfn46!19sChIJV4b8qelcpjsR9oIqMYActdI?authuser=0&hl=en&rclk=1
Hotel Darbar,+919605910925,Non vegetarian restaurant,Non vegetarian restaurant,Kozhikode,"7VQH+3HC, Kunnamangalam -Peringolam - - Kuttikkattoor Rd, Kozhikode, Kerala 673571, India",11.287685,75.8789031,https://www.google.com/maps/place/Hotel+Darbar/data=!4m7!3m6!1s0x3ba65cbd078d4b79:0x6b50a631ff6879ed!8m2!3d11.287685!4d75.8789031!16s%2Fg%2F11c45mnrq5!19sChIJeUuNB71cpjsR7Xlo_zGmUGs?authuser=0&hl=en&rclk=1
Fataza Restaurant,+919562427771,Restaurant,Restaurant,Kozhikode,"8V3F+FWC, Kunnamangalam, Kozhikode, Kerala 673571, India",11.3036882,75.874751,https://www.google.com/maps/place/Fataza+Restaurant/data=!4m7!3m6!1s0x3ba65dcf42b8548d:0xa815038af940f544!8m2!3d11.3036882!4d75.874751!16s%2Fg%2F11lng4p3g3!19sChIJjVS4Qs9dpjsRRPVA-YoDFag?authuser=0&hl=en&rclk=1
Royal Mess House,,Restaurant,Restaurant,Kozhikode,"8V3G+584, Kunnamangalam, Kerala 673571, India",11.3028998,75.8758427,https://www.google.com/maps/place/Royal+Mess+House/data=!4m7!3m6!1s0x3ba65dd19984ca43:0x1c97031b6b3a3d6d!8m2!3d11.3028998!4d75.8758427!16s%2Fg%2F11t4jp8z49!19sChIJQ8qEmdFdpjsRbT06axsDlxw?authuser=0&hl=en&rclk=1
Vaidyaratnam Ayurvedic Pharmacy Muvattupuzha,+919447508442,Pharmacies,Pharmacies,Ernakulam,"Geethamrutham Ayurveda Hospital & Wellness Centre, Devi Temple, near Puzhakkarakavu Road, Kavumpady, Thottumkalpeedika, Muvattupuzha, Kerala 686661, India",9.9845936,76.5832263,https://www.google.com/maps/place/Vaidyaratnam+Ayurvedic+Pharmacy+Muvattupuzha/data=!4m7!3m6!1s0x3b07ddab600e3113:0xc96dae2e505669a1!8m2!3d9.9845936!4d76.5832263!16s%2Fg%2F11xp9gj7mr!19sChIJEzEOYKvdBzsRoWlWUC6ubck?authuser=0&hl=en&rclk=1
JAN AUSHADI MEDICAL STORE MUVATTUPUZHA,+914852833544,Pharmacies,Pharmacies,Ernakulam,"Arakuzha Rd, junction, Muvattupuzha, Kerala 686661, India",9.9789477,76.5810246,https://www.google.com/maps/place/JAN+AUSHADI+MEDICAL+STORE+MUVATTUPUZHA/data=!4m7!3m6!1s0x3b07dd83f88ee0e9:0x7fe0dfe6b8441a6a!8m2!3d9.9789477!4d76.5810246!16s%2Fg%2F11gxq39l6k!19sChIJ6eCO-IPdBzsRahpEuObf4H8?authuser=0&hl=en&rclk=1
Karunya medicals,+919567225621,Pharmacies,Pharmacies,Ernakulam,"Thottumkalpeedika, Muvattupuzha, Kerala 686661, India",9.9786912,76.5814379,https://www.google.com/maps/place/Karunya+medicals/data=!4m7!3m6!1s0x3b07dd8f22e76843:0x1db1d01fe16fc48a!8m2!3d9.9786912!4d76.5814379!16s%2Fg%2F11c4bgnmt4!19sChIJQ2jnIo_dBzsRisRv4R_QsR0?authuser=0&hl=en&rclk=1
oushadhi ayurveda medical store,+917736001818,Pharmacies,Pharmacies,Ernakulam,"KSRTC Bypass Road 130 Junction, Muvattupuzha, Kerala 686661, India",9.9755647,76.5818026,https://www.google.com/maps/place/oushadhi+ayurveda+medical+store/data=!4m7!3m6!1s0x3b07ddaf1bf3af55:0x4f6b0a65af4d98f0!8m2!3d9.9755647!4d76.5818026!16s%2Fg%2F11sfqmzb3k!19sChIJVa_zG6_dBzsR8JhNr2UKa08?authuser=0&hl=en&rclk=1
Mulayamthadathil Herbal Distributors,,Pharmacies,Pharmacies,Ernakulam,"Aramana Junction, Thottumkalpeedika, Muvattupuzha, Kerala 686661, India",9.9829852,76.5792604,https://www.google.com/maps/place/Mulayamthadathil+Herbal+Distributors/data=!4m7!3m6!1s0x3b07dd89e35c6c57:0xc71205405b0c004a!8m2!3d9.9829852!4d76.5792604!16s%2Fg%2F11c4_y4knp!19sChIJV2xc44ndBzsRSgAMW0AFEsc?authuser=0&hl=en&rclk=1
S N Drugs,,Pharmacies,Pharmacies,Ernakulam,"SH1, Grond Floor, Madekkal Building, Near PO Jn, MC Rd, opp. to Govt Taluk HQ Hospital, Thottumkalpeedika, Muvattupuzha, Kerala 686661, India",9.9791769,76.5792503,https://www.google.com/maps/place/S+N+Drugs/data=!4m7!3m6!1s0x3b07dd8ec780a343:0xe0db4eed19839cca!8m2!3d9.9791769!4d76.5792503!16s%2Fg%2F11crxws1s7!19sChIJQ6OAx47dBzsRypyDGe1O2-A?authuser=0&hl=en&rclk=1
"Amma Mess, Kunnamangalam",,Restaurant,Restaurant,Kozhikode,"8V3H+WX3, Kozhikode, Kerala 673571, India",11.3047679,75.8799324,"https://www.google.com/maps/place/Amma+Mess,+Kunnamangalam/data=!4m7!3m6!1s0x3ba65da9f46888a3:0x71edabbac3ad844c!8m2!3d11.3047679!4d75.8799324!16s%2Fg%2F11fcpl_v6f!19sChIJo4ho9KldpjsRTIStw7qr7XE?authuser=0&hl=en&rclk=1"
Gayathri Medicals,+914852833159,Pharmacies,Pharmacies,Ernakulam,"XHJM+2VG, Kizhakkekara, Muvattupuzha, Kerala 686661, India",9.9800519,76.5847069,https://www.google.com/maps/place/Gayathri+Medicals/data=!4m7!3m6!1s0x3b07dd85e13ae1a5:0x116756f33470f69d!8m2!3d9.9800519!4d76.5847069!16s%2Fg%2F11cp60059y!19sChIJpeE64YXdBzsRnfZwNPNWZxE?authuser=0&hl=en&rclk=1
Srishti,,Breakfast restaurant,Breakfast restaurant,Kozhikode,"Kalyani Hostel K, IIM Rd, Peruvayal, Kerala 673570, India",11.2920145,75.8742507,https://www.google.com/maps/place/Srishti/data=!4m7!3m6!1s0x3ba65d0053db05b1:0xfc25cb5d9b37df52!8m2!3d11.2920145!4d75.8742507!16s%2Fg%2F11z92xnycm!19sChIJsQXbUwBdpjsRUt83m13LJfw?authuser=0&hl=en&rclk=1
Nile Ayurveda and Pharmacy,,Pharmacies,Pharmacies,Ernakulam,"Arakuzha - Muvattupuzha Rd, Thottumkalpeedika, Muvattupuzha, Kerala 686673, India",9.9661266,76.5859341,https://www.google.com/maps/place/Nile+Ayurveda+and+Pharmacy/data=!4m7!3m6!1s0x3b07ddfc14a710e9:0xc0f580a09f9a8a84!8m2!3d9.9661266!4d76.5859341!16s%2Fg%2F11x88w40hl!19sChIJ6RCnFPzdBzsRhIqan6CA9cA?authuser=0&hl=en&rclk=1
Hotel Dinar,+919961338885,Restaurant,Restaurant,Kozhikode,"8V5J+GG7, SH29, Kunnamangalam, Kerala 673571, India",11.3087995,75.8812943,https://www.google.com/maps/place/Hotel+Dinar/data=!4m7!3m6!1s0x3ba65d452bf85873:0x332255a9dbe1b582!8m2!3d11.3087995!4d75.8812943!16s%2Fg%2F11fj48bmwr!19sChIJc1j4K0VdpjsRgrXh26lVIjM?authuser=0&hl=en&rclk=1
Classmate's tea and juice bar,,Coffee shop,Coffee shop,Kozhikode,"7VRH+GQR, Kozhikode, Kerala 673571, India",11.290591,75.8792,https://www.google.com/maps/place/Classmate%27s+tea+and+juice+bar/data=!4m7!3m6!1s0x3ba65d0075b5e1a1:0x57db0a1f39a650be!8m2!3d11.290591!4d75.8792!16s%2Fg%2F11njztxnv8!19sChIJoeG1dQBdpjsRvlCmOR8K21c?authuser=0&hl=en&rclk=1
Club Sulaimani South Beach,+919539520111,Cafe,Cafe,Kozhikode,"S Beach Rd, Kuttichira, Kozhikode, Kerala 673001, India",11.2472777,75.7727254,https://www.google.com/maps/place/Club+Sulaimani+South+Beach/data=!4m7!3m6!1s0x3ba659170bbdf973:0xc97c0aae75c4df0b!8m2!3d11.2472777!4d75.7727254!16s%2Fg%2F11ny05vlgw!19sChIJc_m9CxdZpjsRC9_Eda4KfMk?authuser=0&hl=en&rclk=1
Bun Club,+918113082000,Cafe,Cafe,Kozhikode,"Asma Tower, Mavoor Rd, Arayidathupalam, Kozhikode, Kerala 673004, India",11.2590995,75.7887668,https://www.google.com/maps/place/Bun+Club/data=!4m7!3m6!1s0x3ba65eb9d75afed3:0x8c156a339f19fd29!8m2!3d11.2590995!4d75.7887668!16s%2Fg%2F11b7k3bpx7!19sChIJ0_5a17lepjsRKf0ZnzNqFYw?authuser=0&hl=en&rclk=1
Chick Bake Cafe,,Cafe,Cafe,Kozhikode,"7Q5P+5FJ, Rajaji Road, New Bus Stand, EMS Stadium, Tazhekkod, Kozhikode, Kerala 673004, India",11.2579654,75.7861292,https://www.google.com/maps/place/Chick+Bake+Cafe/data=!4m7!3m6!1s0x3ba659aba0fe2505:0x67a5c51e44f3ca1d!8m2!3d11.2579654!4d75.7861292!16s%2Fg%2F11pcpj0bgp!19sChIJBSX-oKtZpjsRHcrzRB7FpWc?authuser=0&hl=en&rclk=1
Chai Corner,+919995330801,Cafe,Cafe,Kozhikode,"Karanthur, Kunnamangalam, Kerala 673571, India",11.3045079,75.8702832,https://www.google.com/maps/place/Chai+Corner/data=!4m7!3m6!1s0x3ba65d8e546538cb:0x3220cfe569b347ad!8m2!3d11.3045079!4d75.8702832!16s%2Fg%2F11y50ybbwr!19sChIJyzhlVI5dpjsRrUezaeXPIDI?authuser=0&hl=en&rclk=1
Mom's Cafe,,Coffee shop,Coffee shop,Kozhikode,"7Q5R+H7Q, Mavoor Rd, Arayidathupalam, Kozhikode, Kerala 673004, India",11.2589548,75.7907246,https://www.google.com/maps/place/Mom%27s+Cafe/data=!4m7!3m6!1s0x3ba65900166ddd67:0xd38efecd4985aaf6!8m2!3d11.2589548!4d75.7907246!16s%2Fg%2F11vm5bmmfh!19sChIJZ91tFgBZpjsR9qqFSc3-jtM?authuser=0&hl=en&rclk=1
T SPOT,+918589957802,Cafe,Cafe,Kozhikode,"Arakkinar, Kozhikode, Kerala 673028, India",11.2031196,75.801619,https://www.google.com/maps/place/T+SPOT/data=!4m7!3m6!1s0x3ba6597e3eda6b75:0x8135447def7d5940!8m2!3d11.2031196!4d75.801619!16s%2Fg%2F11srk4wklt!19sChIJdWvaPn5ZpjsRQFl9731ENYE?authuser=0&hl=en&rclk=1
Kerala Cafe,+917034821842,Restaurant,Restaurant,Kozhikode,"N Rd, opp. Majestic auditorium, Palayam, Kozhikode, Kerala 673004, India",11.2501092,75.7881578,https://www.google.com/maps/place/Kerala+Cafe/data=!4m7!3m6!1s0x3ba659dcb210e789:0x9356ba857ae28f0e!8m2!3d11.2501092!4d75.7881578!16s%2Fg%2F11ml10x4cq!19sChIJiecQstxZpjsRDo_ieoW6VpM?authuser=0&hl=en&rclk=1
6'o Clock Bakes & Cafe,,Cafe,Cafe,Kozhikode,"karanthur, Kunnamangalam, Kerala 673571, India",11.3041913,75.8680394,https://www.google.com/maps/place/6%27o+Clock+Bakes+%26+Cafe/data=!4m7!3m6!1s0x3ba65ddd0fb14be3:0xe32c875af3680ede!8m2!3d11.3041913!4d75.8680394!16s%2Fg%2F11xg8nqkb1!19sChIJ40uxD91dpjsR3g5o81qHLOM?authuser=0&hl=en&rclk=1
HOKEY POKEY,+917012509425,Restaurant,Restaurant,Kozhikode,"Calicut, Road, Kunnamangalam, Kerala 673571, India",11.3042214,75.8758819,https://www.google.com/maps/place/HOKEY+POKEY/data=!4m7!3m6!1s0x3ba65d873d2cea65:0x8e8a59d3d9382d93!8m2!3d11.3042214!4d75.8758819!16s%2Fg%2F11rtvk9409!19sChIJZeosPYddpjsRky042dNZio4?authuser=0&hl=en&rclk=1
Cafè Diary,+919539400008,Cafe,Cafe,Kozhikode,"Land World Centre, SM St, Palayam, Kozhikode, Kerala 673001, India",11.2497415,75.7815956,https://www.google.com/maps/place/Caf%C3%A8+Diary/data=!4m7!3m6!1s0x3ba6591e8ed6a545:0x7e93fc974f2fc757!8m2!3d11.2497415!4d75.7815956!16s%2Fg%2F11h4258670!19sChIJRaXWjh5ZpjsRV8cvT5f8k34?authuser=0&hl=en&rclk=1
Fryca Cafe,,Coffee shop,Coffee shop,Kozhikode,"S Beach Rd, Kuttichira, Kozhikode, Kerala 673001, India",11.2421068,75.7741867,https://www.google.com/maps/place/Fryca+Cafe/data=!4m7!3m6!1s0x3ba6590068c3b55b:0x50ed7f58f045fcb8!8m2!3d11.2421068!4d75.7741867!16s%2Fg%2F11xl0rlz2p!19sChIJW7XDaABZpjsRuPxF8Fh_7VA?authuser=0&hl=en&rclk=1
Vallimmante Chayakkada,,Coffee shop,Coffee shop,Kozhikode,"8V4P+95Q, Anappara, Kunnamangalam, Kozhikode, Kerala 673571, India",11.3059698,75.8854755,https://www.google.com/maps/place/Vallimmante+Chayakkada/data=!4m7!3m6!1s0x3ba65d005be243cf:0x1111cb3baa04b20a!8m2!3d11.3059698!4d75.8854755!16s%2Fg%2F11ybvjhl_0!19sChIJz0PiWwBdpjsRCrIEqjvLERE?authuser=0&hl=en&rclk=1
Neethi Medicals,+914852991766,Pharmacies,Pharmacies,Ernakulam,"PO Mangalathu Buildings, Anicadu, Avoly, Muvattupuzha, Kerala 686670, India",9.968089,76.6103753,https://www.google.com/maps/place/Neethi+Medicals/data=!4m7!3m6!1s0x3b07ddd5b3857bc9:0x9e8fc96d2f535cd2!8m2!3d9.968089!4d76.6103753!16s%2Fg%2F11lyv5bbpd!19sChIJyXuFs9XdBzsR0lxTL23Jj54?authuser=0&hl=en&rclk=1
Jineesh Restaurant,,Restaurant,Restaurant,Kozhikode,"8PWR+G4X, Elathur, Kerala 673303, India",11.3463596,75.7403607,https://www.google.com/maps/place/Jineesh+Restaurant/data=!4m7!3m6!1s0x3ba65fdce1634317:0xc167c1890197f6a9!8m2!3d11.3463596!4d75.7403607!16s%2Fg%2F11bxfhm7xr!19sChIJF0Nj4dxfpjsRqfaXAYnBZ8E?authuser=0&hl=en&rclk=1
"Copper Kitchen, Kozhikode",+917510771100,Restaurant,Restaurant,Kozhikode,"Beach Rd, Mananchira, Kozhikode, Kerala 673032, India",11.2539909,75.7707293,"https://www.google.com/maps/place/Copper+Kitchen,+Kozhikode/data=!4m7!3m6!1s0x3ba659c7234c041b:0xa99b5e2bb9b01d09!8m2!3d11.2539909!4d75.7707293!16s%2Fg%2F11y80y2ktj!19sChIJGwRMI8dZpjsRCR2wuStem6k?authuser=0&hl=en&rclk=1"
Ambhika Hotel,+919645603030,Breakfast restaurant,Breakfast restaurant,Kozhikode,"7QFJ+MPV, East Nadakkave, Nadakkave, Kozhikode, Kerala 673006, India",11.2765194,75.7798019,https://www.google.com/maps/place/Ambhika+Hotel/data=!4m7!3m6!1s0x3ba65ec91172f949:0x367e80fff30739d9!8m2!3d11.2765194!4d75.7798019!16s%2Fg%2F11gg98d2lw!19sChIJSflyEclepjsR2TkH8_-AfjY?authuser=0&hl=en&rclk=1
New Malabar Family Restaurant,+914952382554,Kerala restaurant,Kerala restaurant,Kozhikode,"Karaparamba Junction, East Hill Rd, Side, East Hill, Kozhikode, Kerala 673010, India",11.2870108,75.7810553,https://www.google.com/maps/place/New+Malabar+Family+Restaurant/data=!4m7!3m6!1s0x3ba65ec0de66e28d:0xe76a076701696c57!8m2!3d11.2870108!4d75.7810553!16s%2Fg%2F11bbvpl7m8!19sChIJjeJm3sBepjsRV2xpAWcHauc?authuser=0&hl=en&rclk=1
PRADHAN MANTRI BHARTIYA JANAUSHADHI KENDRA,+919946500705,Pharmacies,Pharmacies,Ernakulam,"22/827, Koyas Tower, PO, near Revathy Gold, Junction, Muvattupuzha, Kerala 686661, India",9.9811591,76.5804811,https://www.google.com/maps/place/PRADHAN+MANTRI+BHARTIYA+JANAUSHADHI+KENDRA/data=!4m7!3m6!1s0x3b07dd002a86b553:0xdef177c50b6dcaad!8m2!3d9.9811591!4d76.5804811!16s%2Fg%2F11w46n2pwg!19sChIJU7WGKgDdBzsRrcptC8V38d4?authuser=0&hl=en&rclk=1
Danya Medicals,+919961060543,Pharmacies,Pharmacies,Ernakulam,"XHHJ+Q6X, Thodupuzha - Muvattupuzha Rd, PO Junction, Thottumkalpeedika, Muvattupuzha, Kerala 686661, India",9.9794863,76.5806159,https://www.google.com/maps/place/Danya+Medicals/data=!4m7!3m6!1s0x3b07dd8f28025fad:0xf0ec8f6363090768!8m2!3d9.9794863!4d76.5806159!16s%2Fg%2F1q5bnhzl8!19sChIJrV8CKI_dBzsRaAcJY2OP7PA?authuser=0&hl=en&rclk=1
Nimala Medicals,,Pharmacies,Pharmacies,Ernakulam,"RGJV+5V2, Elanji - Monippally Rd, Elanji, Kerala 686665, India",9.8303898,76.5446552,https://www.google.com/maps/place/Nimala+Medicals/data=!4m7!3m6!1s0x3b07d9f4c6cba35f:0xa84cc841d1c30a3d!8m2!3d9.8303898!4d76.5446552!16s%2Fg%2F11hb2_5v6n!19sChIJX6PLxvTZBzsRPQrD0UHITKg?authuser=0&hl=en&rclk=1
Mampallil Medicals,,Pharmacies,Pharmacies,Ernakulam,"Illikamukkada- Elanji road, Elanji, Kerala 686665, India",9.8307861,76.5449857,https://www.google.com/maps/place/Mampallil+Medicals/data=!4m7!3m6!1s0x3b07d9f4cefcc40f:0x720467308571d4b3!8m2!3d9.8307861!4d76.5449857!16s%2Fg%2F11crxrj1c1!19sChIJD8T8zvTZBzsRs9RxhTBnBHI?authuser=0&hl=en&rclk=1
Neethi Medical Store Run By MSCB Ltd No 140,+918289917356,Pharmacies,Pharmacies,Ernakulam,"Elanji, Kerala 686665, India",9.8306648,76.5448356,https://www.google.com/maps/place/Neethi+Medical+Store+Run+By+MSCB+Ltd+No+140/data=!4m7!3m6!1s0x3b07d97744c3c435:0x98f530e4cff11c5!8m2!3d9.8306648!4d76.5448356!16s%2Fg%2F11svsbhysk!19sChIJNcTDRHfZBzsRxRH_TA5Tjwk?authuser=0&hl=en&rclk=1
Vanitha Medical Store,,Pharmacies,Pharmacies,Ernakulam,"RGJW+5JH, Elanji, Kerala 686665, India",9.8304415,76.5465727,https://www.google.com/maps/place/Vanitha+Medical+Store/data=!4m7!3m6!1s0x3b07d979712454f9:0x90f4321b088c3364!8m2!3d9.8304415!4d76.5465727!16s%2Fg%2F11q3cv6shp!19sChIJ-VQkcXnZBzsRZDOMCBsy9JA?authuser=0&hl=en&rclk=1
Elanji Veterinary Upakendram,,Pharmacies,Pharmacies,Ernakulam,"RGJV+45W, Elanji, Kerala 686665, India",9.8304283,76.5427136,https://www.google.com/maps/place/Elanji+Veterinary+Upakendram/data=!4m7!3m6!1s0x3b07d90036c18b0b:0xb15663e36cb08b5d!8m2!3d9.8304283!4d76.5427136!16s%2Fg%2F11wplht6_5!19sChIJC4vBNgDZBzsRXYuwbONjVrE?authuser=0&hl=en&rclk=1
Kochuparambil Medicals,+919496414927,Pharmacies,Pharmacies,Ernakulam,"Elanji - Monippally Rd, Monippally, Kerala 686636, India",9.8080956,76.5752351,https://www.google.com/maps/place/Kochuparambil+Medicals/data=!4m7!3m6!1s0x3b07d09e56725f1b:0xdb3b8ba5cc9df82a!8m2!3d9.8080956!4d76.5752351!16s%2Fg%2F11dylz1nyc!19sChIJG19yVp7QBzsRKvidzKWLO9s?authuser=0&hl=en&rclk=1
Niravath Homeo Clinic,+918547457214,Pharmacies,Pharmacies,Ernakulam,"Opp to Monippally Rd, SH 40, Thalayolaparambu-Koothattukulam Rd, Elanji, Kerala 686665, India",9.8306262,76.5463403,https://www.google.com/maps/place/Niravath+Homeo+Clinic/data=!4m7!3m6!1s0x3b07d91d700790bf:0xb8f7efeb04840de8!8m2!3d9.8306262!4d76.5463403!16s%2Fg%2F11rcnnj3xl!19sChIJv5AHcB3ZBzsR6A2EBOvv97g?authuser=0&hl=en&rclk=1
MEDI CREST PHARMA,+919744243341,Pharmacies,Pharmacies,Ernakulam,"Piravom Elanji Rd, Piravom, Palachuvadu, Kerala 686664, India",9.8663294,76.5077529,https://www.google.com/maps/place/MEDI+CREST+PHARMA/data=!4m7!3m6!1s0x3b07d9162bbb7bc3:0x904c35039cd3d74c!8m2!3d9.8663294!4d76.5077529!16s%2Fg%2F11qfn6gf25!19sChIJw3u7KxbZBzsRTNfTnAM1TJA?authuser=0&hl=en&rclk=1
Mariya Medicals,+918157059856,Pharmacies,Pharmacies,Ernakulam,"Valanadiyil Building, 191/C, Muvattupuzha Piravom Road, Anchelpetty, Onakkoor, Kerala 686667, India",9.8892795,76.5031224,https://www.google.com/maps/place/Mariya+Medicals/data=!4m7!3m6!1s0x3b07d9004b0ff0cb:0x5c1c0f522dba3380!8m2!3d9.8892795!4d76.5031224!16s%2Fg%2F11w4g1xs53!19sChIJy_APSwDZBzsRgDO6LVIPHFw?authuser=0&hl=en&rclk=1
Kamadhenu Ayurveda Pharmaceuticals,+919447992100,Pharmacies,Pharmacies,Ernakulam,"North, Palakuzha, Kerala 686662, India",9.8981554,76.5915282,https://www.google.com/maps/place/Kamadhenu+Ayurveda+Pharmaceuticals/data=!4m7!3m6!1s0x3b07db1f4b46c64f:0xbb3f9912e63e928!8m2!3d9.8981554!4d76.5915282!16s%2Fg%2F11j37lgrs5!19sChIJT8ZGSx_bBzsRKOljLpH5sws?authuser=0&hl=en&rclk=1
